"0","1","2","3"
"Meldejahr 2021 
Meldejahr 2021 
Änderung im Vergleich 
Meldewoche 07 
Meldewoche 08 
Bundesland 
Anzahl 
Inzidenz 
Anzahl 
Inzidenz 
Anzahl 
Anteil","","",""
"Baden-Württemberg","5.082 
46","5.872 
53","790 
+16%"
"Bayern","7.812 
60","8.813 
67","1.001 
+13%"
"Berlin","2.155 
59","2.500 
68","345 
+16%"
"Brandenburg","1.606 
64","1.629 
65","23 
+1%"
"Bremen","511 
75","585 
86","74 
+14%"
"Hamburg","1.355 
73","1.552 
84","197 
+15%"
"Hessen","3.801 
60","4.139 
66","338 
+9%"
"Mecklenburg-Vorpommern","1.145 
71","1.085 
67","-60 
-5%"
"Niedersachsen","5.475 
68","5.517 
69","42 
+1%"
"Nordrhein-Westfalen","11.179 
62","11.668 
65","489 
+4%"
"Rheinland-Pfalz","2.239 
55","2.093 
51","-146 
-7%"
"Saarland","601 
61","725 
73","124 
+21%"
"Sachsen","3.276 
80","3.579 
88","303 
+9%"
"Sachsen-Anhalt","2.027 
92","2.137 
97","110 
+5%"
"Schleswig-Holstein","1.470 
51","1.453 
50","-17 
-1%"
"Thüringen","2.737 
128","2.731 
128","-6 
-0%"
"Gesamt 
52.471 
63 
56.078 
67 
3.607 
+7%","","",""
