"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","310.854 
855 
2.800","4.918 
44","7.939 
71,5"
"Bayern","428.292 
1.115 
3.263","7.606 
58","12.112 
92,3"
"Berlin","126.825 
252 
3.456","2.066 
56","2.727 
74,3"
"Brandenburg","74.843 
245 
2.968","1.617 
64","2.912 
115,5"
"Bremen","17.425 
85 
2.558","524 
77","326 
47,9"
"Hamburg","50.179 
278 
2.716","1.234 
67","1.223 
66,2"
"Hessen","184.252 
555 
2.930","3.773 
60","5.664 
90,1"
"Mecklenburg-
Vorpommern","23.358 
140 
1.452","1.071 
67","689 
42,8"
"Niedersachsen","158.597 
669 
1.984","5.015 
63","4.096 
51,2"
"Nordrhein-
Westfalen","520.639 
1.880 
2.901","10.941 
61","12.621 
70,3"
"Rheinland-Pfalz","99.781 
228 
2.437","1.982 
48","2.989 
73,0"
"Saarland*","28.056 
0 
2.843","465 
47","848 
85,9"
"Sachsen","190.482 
511 
4.678","2.845 
70","7.457 
183,1"
"Sachsen-Anhalt","58.480 
312 
2.665","1.921 
88","2.292 
104,4"
"Schleswig-Holstein","41.003 
207 
1.412","1.480 
51","1.205 
41,5"
"Thüringen","73.493 
344 
3.445","2.628 
123","2.741 
128,5"
"Gesamt","2.386.559 
7.676 
2.870","50.086 
60","67.841 
81,6"
