"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
Fälle 
Fälle 
100.000 
100.000 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","499.386","155","4.499","1.407","13","10.159","92"
"Bayern","646.412","156","4.925","1.384","11","15.186","116"
"Berlin","179.870","15","4.902","278","8","3.545","97"
"Brandenburg","108.637","14","4.308","97","4","3.787","150"
"Bremen","27.382","6","4.020","43","6","483","71"
"Hamburg","77.097","33","4.174","225","12","1.587","86"
"Hessen","290.174","67","4.615","628","10","7.468","119"
"Mecklenburg-
Vorpommern","44.097","0","2.742","34","2","1.148","71"
"Niedersachsen","260.637","54","3.261","391","5","5.727","72"
"Nordrhein-Westfalen","814.823","220","4.540","1.717","10","17.044","95"
"Rheinland-Pfalz","154.863","25","3.783","388","9","3.869","95"
"Saarland","41.382","17","4.193","124","13","1.019","103"
"Sachsen","285.645","31","7.015","212","5","10.018","246"
"Sachsen-Anhalt","99.175","12","4.519","82","4","3.414","156"
