"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","147,887 
2,272 
1,332","14,366 
129","2,702 
24.3"
"Bavaria","205,211 
3,261 
1,564","22,869 
174","3,785 
28.8"
"Berlin*","63,064 
0 
1,719","6,524 
178","539 
14.7"
"Brandenburg","18,488 
291 
733","2,362 
94","334 
13.2"
"Bremen","9,872 
4 
1,449","672 
99","116 
17.0"
"Hamburg","24,602 
297 
1,332","1,506 
82","372 
20.1"
"Hesse","86,279 
1,434 
1,372","9,545 
152","1,240 
19.7"
"Mecklenburg- 
Western Pomerania","5,908 
88 
367","742 
46","61 
3.8"
"Lower Saxony","70,857 
909 
886","6,703 
84","1,150 
14.4"
"North Rhine-Westphalia","258,390 
3,275 
1,440","26,204 
146","3,418 
19.0"
"Rhineland-Palatinate","43,036 
366 
1,051","4,771 
117","515 
12.6"
"Saarland","12,486 
249 
1,265","1,045 
106","251 
25.4"
"Saxony","53,804 
1,393 
1,321","9,209 
226","882 
21.7"
"Saxony-Anhalt","11,938 
271 
544","1,921 
88","163 
7.4"
"Schleswig-Holstein","14,192 
179 
489","1,372 
47","249 
8.6"
"Thuringia","16,686 
322 
782","2,913 
137","346 
16.2"
"Total","1,042,700 
14,611 
1,254","112,724 
136","16,123 
19.4"
