"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","306,184 
369 
2,758","5,365 
48","7,752 
69.8"
"Bavaria","421,239 
767 
3,210","7,489 
57","11,692 
89.1"
"Berlin","124,782 
71 
3,401","2,144 
58","2,608 
71.1"
"Brandenburg","73,241 
154 
2,904","1,850 
73","2,795 
110.8"
"Bremen","16,973 
64 
2,492","420 
62","312 
45.8"
"Hamburg","48,983 
118 
2,652","1,135 
61","1,196 
64.7"
"Hesse","180,703 
259 
2,874","3,527 
56","5,460 
86.8"
"Mecklenburg- 
Western Pomerania","22,340 
64 
1,389","1,054 
66","634 
39.4"
"Lower Saxony","153,651 
464 
1,922","4,869 
61","3,845 
48.1"
"North Rhine-Westphalia","510,522 
1,028 
2,845","10,151 
57","12,118 
67.5"
"Rhineland-Palatinate","97,872 
232 
2,391","1,966 
48","2,879 
70.3"
"Saarland","27,608 
15 
2,797","685 
69","817 
82.8"
"Saxony","187,602 
285 
4,607","2,775 
68","7,135 
175.2"
"Saxony-Anhalt","56,676 
219 
2,582","1,743 
79","2,114 
96.3"
"Schleswig-Holstein","39,661 
122 
1,366","1,676 
58","1,131 
38.9"
"Thuringia","70,950 
195 
3,326","2,169 
102","2,588 
121.3"
"Total","2,338,987 
4,426 
2,812","49,018 
59","65,076 
78.2"
