"0","1","2","3"
"Meldejahr 2021 
Meldejahr 2021 
Änderung im Vergleich 
Meldewoche 02 
Meldewoche 03 
Bundesland 
Anzahl 
Inzidenz 
Anzahl 
Inzidenz 
Anzahl 
Anteil","","",""
"Baden-Württemberg","13.468 
121","10.098 
91","-3.370 
-25%"
"Bayern","18.965 
144","14.457 
110","-4.508 
-24%"
"Berlin","6.137 
167","4.086 
111","-2.051 
-33%"
"Brandenburg","6.446 
256","4.621 
183","-1.825 
-28%"
"Bremen","583 
86","506 
74","-77 
-13%"
"Hamburg","2.063 
112","1.824 
99","-239 
-12%"
"Hessen","8.403 
134","7.055 
112","-1.348 
-16%"
"Mecklenburg-Vorpommern","1.968 
122","1.738 
108","-230 
-12%"
"Niedersachsen","8.354 
105","7.132 
89","-1.222 
-15%"
"Nordrhein-Westfalen","22.165 
124","18.980 
106","-3.185 
-14%"
"Rheinland-Pfalz","4.703 
115","4.273 
104","-430 
-9%"
"Saarland","1.076 
109","1.143 
116","67 
+6%"
"Sachsen","10.598 
260","7.194 
177","-3.404 
-32%"
"Sachsen-Anhalt","5.522 
252","4.691 
214","-831 
-15%"
"Schleswig-Holstein","2.547 
88","2.736 
94","189 
+7%"
"Thüringen","5.981 
280","4.400 
206","-1.581 
-26%"
"Gesamt 
118.979 
143 
94.934 
114 
-24.045 
-20%","","",""
