"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-
Württemberg","107.649 
2.942 
970","14.927 
135","2.189 
19,7"
"Bayern","144.705 
4.791 
1.103","23.485 
179","3.050 
23,2"
"Berlin","43.146 
1.132 
1.176","6.342 
173","321 
8,7"
"Brandenburg","11.483 
452 
455","1.685 
67","229 
9,1"
"Bremen","7.565 
198 
1.111","1.213 
178","89 
13,1"
"Hamburg","18.255 
395 
988","1.955 
106","308 
16,7"
"Hessen","59.371 
1.905 
944","11.029 
175","821 
13,1"
"Mecklenburg-
Vorpommern*","3.910 
0 
243","580 
36","34 
2,1"
"Niedersachsen","50.167 
1.767 
628","7.434 
93","868 
10,9"
"Nordrhein-
Westfalen","185.138 
4.615 
1.032","29.575 
165","2.517 
14,0"
"Rheinland-Pfalz","28.958 
924 
707","5.220 
128","342 
8,4"
"Saarland","9.276 
264 
940","1.520 
154","207 
21,0"
"Sachsen","30.100 
1.593 
739","6.022 
148","458 
11,2"
"Sachsen-Anhalt","7.367 
266 
336","1.306 
60","102 
4,6"
"Schleswig-Holstein","10.715 
249 
369","1.595 
55","213 
7,3"
"Thüringen","9.748 
373 
457","1.631 
77","234 
11,0"
"Gesamt","727.553 
21.866 
875","115.519 
139","11.982 
14,4"
