"0","1","2","3"
"7-day 
Cases in 
Total 
Number 
Number of 
Cases/ 
incidence 
Number 
the last 
Federal State 
number 
of new 
deaths/ 
per 100,000 
of deaths 
100,000 pop. 
of cases 
cases 
100,000 pop. 
7 days 
pop.","","",""
"Baden-Wuerttemberg","41,942 
169 
379","1,597 
14.4","1,866 
16.9"
"Bavaria","57,219 
160 
438","1,931 
14.8","2,639 
20.2"
"Berlin","11,189 
6 
299","450 
12.0","226 
6.0"
"Brandenburg","3,870 
1 
154","57 
2.3","169 
6.7"
"Bremen","1,993 
1 
292","89 
13.0","56 
8.2"
"Hamburg","6,250 
23 
339","150 
8.1","266 
14.4"
"Hesse","15,431 
32 
246","733 
11.7","531 
8.5"
"Mecklenburg-Western  
Pomerania","1,008 
1 
63","13 
0.8","20 
1.2"
"Lower Saxony","16,741 
51 
210","550 
6.9","661 
8.3"
"North Rhine-
Westphalia","58,687 
103 
327","1,594 
8.9","1,811 
10.1"
"Rhineland-Palatinate","9,053 
45 
222","366 
9.0","243 
5.9"
"Saarland","3,154 
1 
318","72 
7.3","174 
17.6"
"Saxony","5,953 
4 
146","118 
2.9","225 
5.5"
"Saxony-Anhalt","2,234 
2 
101","46 
2.1","65 
2.9"
"Schleswig-Holstein","4,029 
7 
139","117 
4.0","160 
5.5"
"Thuringia","3,628 
4 
169","69 
3.2","186 
8.7"
"Total 
242,381 
610 
292 
7,952 
9.6 
9,298 
11.2","","",""
