"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","139,768 
2,876 
1,259","14,286 
129","2,580 
23.2"
"Bavaria","193,533 
4,724 
1,475","22,705 
173","3,647 
27.8"
"Berlin","60,554 
1,630 
1,650","7,397 
202","508 
13.8"
"Brandenburg","17,011 
695 
675","2,329 
92","307 
12.2"
"Bremen","9,642 
193 
1,415","902 
132","114 
16.7"
"Hamburg*","23,330 
-1 
1,263","1,330 
72","347 
18.8"
"Hesse","81,327 
2,067 
1,293","9,950 
158","1,163 
18.5"
"Mecklenburg- 
Western Pomerania","5,510 
122 
343","710 
44","57 
3.5"
"Lower Saxony","66,802 
1,094 
836","6,827 
85","1,079 
13.5"
"North Rhine-Westphalia","245,871 
4,909 
1,370","27,680 
154","3,210 
17.9"
"Rhineland-Palatinate","40,847 
878 
998","5,373 
131","465 
11.4"
"Saarland","11,960 
274 
1,212","1,105 
112","249 
25.2"
"Saxony","47,690 
1,408 
1,171","7,748 
190","720 
17.7"
"Saxony-Anhalt","10,930 
514 
498","1,784 
81","145 
6.6"
"Schleswig-Holstein","13,564 
257 
467","1,390 
48","242 
8.3"
"Thuringia","15,249 
628 
715","3,080 
144","327 
15.3"
"Total","983,588 
22,268 
1,183","114,596 
138","15,160 
18.2"
