"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-
Wuerttemberg*","36,819 
0 
333","350 
3.2","1,841 
16.6"
"Bavaria","50,282 
22 
385","466 
3.6","2,619 
20.0"
"Berlin","8,991 
34 
240","205 
5.5","223 
5.9"
"Brandenburg","3,524 
0 
140","39 
1.6","168 
6.7"
"Bremen","1,746 
4 
256","28 
4.1","55 
8.1"
"Hamburg","5,304 
13 
288","63 
3.4","261 
14.2"
"Hesse","11,680 
31 
186","269 
4.3","518 
8.3"
"Mecklenburg-Western  
Pomerania","843 
0 
52","35 
2.2","20 
1,2"
"Lower Saxony","14,223 
1 
178","185 
2.3","648 
8.1"
"North Rhine-
Westphalia","47,430 
173 
264","1.333 
7.4","1,728 
9.6"
"Rhineland-Palatinate","7,420 
11 
182","103 
2.5","238 
5.8"
"Saarland","2,850 
1 
288","20 
2.0","174 
17.6"
"Saxony*","5,512 
0 
135","25 
0.6","225 
5.5"
"Saxony-Anhalt","1,986 
7 
90","31 
1.4","63 
2.9"
"Schleswig-Holstein","3,318 
7 
115","62 
2.1","155 
5.4"
"Thuringia","3,341 
1 
156","19 
0.9","182 
8.5"
"Total 
305 
247 
3,233 
3.9 
9,118 
11.0 
205,269","","",""
