"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","48.467 
332 
438","1.407 
12,7","1.877 
17,0"
"Bayern","67.005 
448 
512","2.257 
17,3","2.657 
20,3"
"Berlin","13.970 
159 
373","914 
24,4","228 
6,1"
"Brandenburg","4.203 
25 
167","104 
4,1","169 
6,7"
"Bremen","2.320 
40 
340","132 
19,3","59 
8,6"
"Hamburg","7.550 
119 
410","362 
19,7","269 
14,6"
"Hessen","18.396 
175 
294","847 
13,5","549 
8,8"
"Mecklenburg-
Vorpommern","1.151 
7 
72","46 
2,9","20 
1,2"
"Niedersachsen","19.748 
305 
247","864 
10,8","683 
8,6"
"Nordrhein-Westfalen","67.903 
625 
379","2.991 
16,7","1.863 
10,4"
"Rheinland-Pfalz","10.439 
58 
256","349 
8,5","251 
6,1"
"Saarland","3.288 
18 
332","59 
6,0","176 
17,8"
"Sachsen","7.052 
110 
173","339 
8,3","233 
5,7"
"Sachsen-Anhalt","2.536 
11 
115","90 
4,1","67 
3,0"
"Schleswig-Holstein","4.656 
53 
161","257 
8,9","161 
5,6"
"Thüringen","4.046 
22 
189","113 
5,3","190 
8,9"
"Gesamt","282.730 
2.507 
340","11.131 
13,4","9.452 
11,4"
