"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","142,878 
3110 
1287","14,344 
129","2,626 
23.7"
"Bavaria","197,988 
4455 
1509","22,511 
172","3,699 
28.2"
"Berlin","61,664 
1110 
1680","7,068 
193","527 
14.4"
"Brandenburg","17,646 
635 
700","2,383 
94","316 
12.5"
"Bremen","9,640 
-2 
1415","756 
111","114 
16.7"
"Hamburg*","24,051 
721 
1302","1,612 
87","358 
19.4"
"Hesse","83,251 
1924 
1324","9,873 
157","1,199 
19.1"
"Mecklenburg- 
Western Pomerania","5,695 
185 
354","755 
47","58 
3.6"
"Lower Saxony","68,217 
1415 
853","6,570 
82","1,104 
13.8"
"North Rhine-Westphalia","250,884 
5013 
1398","26,919 
150","3,306 
18.4"
"Rhineland-Palatinate","41,682 
835 
1018","5,250 
128","491 
12.0"
"Saarland","12,041 
81 
1220","876 
89","249 
25.2"
"Saxony","49,855 
2165 
1224","8,201 
201","800 
19.6"
"Saxony-Anhalt","11,289 
359 
514","1,826 
83","154 
7.0"
"Schleswig-Holstein","13,790 
226 
475","1,384 
48","245 
8.4"
"Thuringia","15,823 
574 
742","3,179 
149","340 
15.9"
"Total","1,006,394 
22,806 
1210","113,507 
136","15,586 
18.7"
