"0","1","2","3"
"Todesfälle 
 
Fälle kumulativ 
Letzte 7 Tage 
kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-Württemberg","40.685 
327 
368","1.501 
13,6","1.862 
16,8"
"Bayern","55.767 
353 
426","1.881 
14,4","2.635 
20,2"
"Berlin","10.852 
66 
290","407 
10,9","226 
6,0"
"Brandenburg","3.818 
23 
152","74 
2,9","169 
6,7"
"Bremen","1.924 
11 
282","59 
8,6","56 
8,2"
"Hamburg","6.110 
27 
332","145 
7,9","265 
14,4"
"Hessen","15.025 
216 
240","1.146 
18,3","528 
8,4"
"Mecklenburg-
Vorpommern","998 
1 
62","20 
1,2","20 
1,2"
"Niedersachsen","16.274 
83 
204","514 
6,4","662 
8,3"
"Nordrhein-Westfalen","57.560 
347 
321","2.002 
11,2","1.804 
10,1"
"Rheinland-Pfalz","8.759 
46 
214","383 
9,4","243 
5,9"
"Saarland","3.085 
5 
311","65 
6,6","174 
17,6"
"Sachsen","5.841 
14 
143","71 
1,7","225 
5,5"
"Sachsen-Anhalt","2.199 
16 
100","57 
2,6","65 
2,9"
"Schleswig-Holstein","3.961 
34 
137","129 
4,5","160 
5,5"
"Thüringen","3.571 
7 
167","51 
2,4","186 
8,7"
"Gesamt","236.429 
1.576 
284","8.505 
10,2","9.280 
11,2"
