"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","487.003","1.249","4.387","8.920","80","9.841","89"
"Bayern","633.881","1.107","4.830","8.212","63","14.778","113"
"Berlin","177.179","146","4.828","2.036","55","3.438","94"
"Brandenburg","107.738","137","4.272","1.207","48","3.698","147"
"Bremen","26.853","33","3.942","380","56","471","69"
"Hamburg","75.665","86","4.096","643","35","1.545","84"
"Hessen","283.695","634","4.512","4.743","75","7.210","115"
"Mecklenburg-
Vorpommern","43.573","56","2.710","658","41","1.108","69"
"Niedersachsen","256.003","487","3.203","3.701","46","5.559","70"
"Nordrhein-Westfalen","797.543","1.653","4.444","12.461","69","16.482","92"
"Rheinland-Pfalz","151.183","200","3.693","2.294","56","3.695","90"
"Saarland","40.404","123","4.094","800","81","996","101"
"Sachsen","281.671","374","6.917","3.325","82","9.559","235"
"Sachsen-Anhalt","97.626","111","4.448","1.181","54","3.279","149"
"Schleswig-Holstein","62.518","109","2.153","916","32","1.576","54"
"Thüringen","126.423","209","5.926","2.160","101","4.145","194"
"Gesamt","3.648.958","6.714","4.388","53.637","64","87.380","105"
