"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","43.592 
169 
394","1.458 
13,2","1.865 
16,8"
"Bayern","59.298 
284 
453","1.891 
14,5","2.642 
20,2"
"Berlin","11.727 
24 
313","512 
13,7","226 
6,0"
"Brandenburg","3.931 
4 
156","52 
2,1","169 
6,7"
"Bremen","2.070 
3 
303","80 
11,7","58 
8,5"
"Hamburg*","6.486 
0 
352","185 
10,0","267 
14,5"
"Hessen","16.145 
47 
258","664 
10,6","535 
8,5"
"Mecklenburg-
Vorpommern*","1.023 
0 
64","15 
0,9","20 
1,2"
"Niedersachsen","17.284 
48 
217","478 
6,0","665 
8,3"
"Nordrhein-Westfalen","60.433 
176 
337","1.608 
9,0","1.823 
10,2"
"Rheinland-Pfalz","9.364 
40 
229","269 
6,6","243 
5,9"
"Saarland","3.199 
2 
323","47 
4,7","174 
17,6"
"Sachsen","6.149 
2 
151","178 
4,4","225 
5,5"
"Sachsen-Anhalt","2.282 
1 
103","37 
1,7","66 
3,0"
"Schleswig-Holstein","4.126 
6 
142","93 
3,2","161 
5,6"
"Thüringen","3.690 
8 
172","60 
2,8","186 
8,7"
"Gesamt","250.799 
814 
302","7.627 
9,2","9.325 
11,2"
