"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","264.735 
2.226 
2.385","14.397 
130","5.758 
51,9"
"Bayern","361.582 
2.778 
2.755","19.390 
148","8.216 
62,6"
"Berlin","108.295 
1.069 
2.951","6.737 
184","1.635 
44,6"
"Brandenburg*","52.285 
764 
2.073","5.791 
230","1.361 
54,0"
"Bremen","14.469 
86 
2.124","570 
84","226 
33,2"
"Hamburg","41.350 
390 
2.238","2.210 
120","851 
46,1"
"Hessen","152.844 
1.551 
2.431","9.430 
150","3.716 
59,1"
"Mecklenburg-
Vorpommern","15.316 
434 
952","1.964 
122","260 
16,2"
"Niedersachsen","122.431 
1.328 
1.532","8.639 
108","2.442 
30,5"
"Nordrhein-
Westfalen","435.464 
3.657 
2.426","25.445 
142","8.402 
46,8"
"Rheinland-Pfalz","81.737 
698 
1.997","5.418 
132","1.870 
45,7"
"Saarland","22.279 
137 
2.258","1.741 
176","566 
57,4"
"Sachsen","158.624 
1.947 
3.896","12.395 
304","4.323 
106,2"
"Sachsen-Anhalt","39.233 
913 
1.788","5.096 
232","949 
43,2"
"Schleswig-Holstein","29.250 
405 
1.007","2.734 
94","594 
20,5"
"Thüringen","53.532 
1.217 
2.509","6.916 
324","1.468 
68,8"
"Gesamt","1.953.426 
19.600 
2.349","128.873 
155","42.637 
51,3"
