"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","477 
490 
54,345","3,183 
28.7","1,901 
17.1"
"Bavaria","73,186 
343 
558","3,358 
25.6","2,685 
20.5"
"Berlin","18,075 
247 
493","2,278 
62.1","234 
6.4"
"Brandenburg","4,771 
31 
189","306 
12.1","169 
6.7"
"Bremen","3,080 
22 
452","463 
68.0","61 
9.0"
"Hamburg","8,963 
51 
485","534 
28.9","277 
15.0"
"Hesse","22,039 
128 
350","2,051 
32.6","562 
8.9"
"Mecklenburg-Western 
Pomerania*","1,373 
0 
85","84 
5.2","20 
1.2"
"Lower  Saxony*","22,662 
0 
284","1,292 
16.2","697 
8.7"
"North  Rhine-Westphalia","79,981 
802 
446","6,602 
36.8","1,913 
10.7"
"Rhineland-Palatinate","12,106 
202 
296","913 
22.3","256 
6.3"
"Saarland","3,703 
30 
375","259 
26.2","177 
17.9"
"Saxony","8,413 
73 
207","799 
19.6","248 
6.1"
"Saxony-Anhalt","2,932 
29 
134","176 
8.0","68 
3.1"
"Schleswig-Holstein","5,260 
25 
181","312 
10.7","162 
5.6"
"Thuringia","4,442 
7 
208","222 
10.4","191 
9.0"
