"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","63.132 
1438 
569","5.938 
53,5","1.950 
17,6"
"Bayern","84.090 
1988 
641","8.051 
61,3","2.729 
20,8"
"Berlin","23.698 
971 
646","3.785 
103,1","243 
6,6"
"Brandenburg","5.948 
278 
236","723 
28,7","177 
7,0"
"Bremen","3.868 
143 
568","604 
88,7","63 
9,2"
"Hamburg","10.407 
200 
563","859 
46,5","282 
15,3"
"Hessen","28.440 
1133 
452","4.800 
76,3","593 
9,4"
"Mecklenburg-
Vorpommern","1.877 
87 
117","309 
19,2","21 
1,3"
"Niedersachsen","27.426 
815 
343","2.879 
36,0","720 
9,0"
"Nordrhein-Westfalen","97.507 
2624 
543","12.702 
70,8","1.980 
11,0"
"Rheinland-Pfalz","14.640 
441 
358","1.854 
45,3","265 
6,5"
"Saarland","4.625 
158 
469","620 
62,8","178 
18,0"
"Sachsen","11.507 
601 
283","1.956 
48,0","269 
6,6"
"Sachsen-Anhalt","3.487 
100 
159","412 
18,8","71 
3,2"
"Schleswig-Holstein","6.147 
158 
212","685 
23,6","163 
5,6"
"Thüringen","5.250 
152 
246","594 
27,8","201 
9,4"
"Gesamt","392.049 
11.287 
471","46.771 
56,2","9.905 
11,9"
