"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","499.981","303","4.504","1.002","9","10.185","92"
"Bayern","646.979","135","4.929","1.042","8","15.229","116"
"Berlin","180.016","37","4.906","237","6","3.548","97"
"Brandenburg","108.643","0","4.308","57","2","3.790","150"
"Bremen","27.414","8","4.024","50","7","483","71"
"Hamburg","77.211","57","4.180","199","11","1.589","86"
"Hessen","290.469","124","4.619","517","8","7.499","119"
"Mecklenburg-
Vorpommern","44.121","5","2.744","32","2","1.150","72"
"Niedersachsen","260.800","48","3.263","316","4","5.750","72"
"Nordrhein-Westfalen","815.326","196","4.543","1.216","7","17.093","95"
"Rheinland-Pfalz","154.979","11","3.786","282","7","3.874","95"
"Saarland","41.416","11","4.197","91","9","1.019","103"
"Sachsen","285.729","23","7.017","163","4","10.049","247"
"Sachsen-Anhalt","99.200","15","4.520","48","2","3.418","156"
"Schleswig-Holstein","63.812","17","2.198","115","4","1.619","56"
"Thüringen","128.710","18","6.033","107","5","4.321","203"
"Gesamt","3.724.806","1.008","4.479","5.474","7","90.616","109"
