"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Differenz 
Fälle/ 
Fälle/ 
Fälle/ 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
100.000 EW 
100.000 EW 
100.000 EW","","",""
"Baden-Württemberg","254.652 
3.977 
2.294","12.404 
112","5.337 
48,1"
"Bayern","348.143 
5.863 
2.653","17.915 
136","7.656 
58,3"
"Berlin","103.639 
1.569 
2.824","5.538 
151","1.487 
40,5"
"Brandenburg","48.351 
2.631 
1.917","5.369 
213","1.221 
48,4"
"Bremen","14.177 
108 
2.081","501 
74","213 
31,3"
"Hamburg","39.587 
433 
2.143","2.172 
118","763 
41,3"
"Hessen","147.012 
2.003 
2.338","8.268 
131","3.349 
53,3"
"Mecklenburg-
Vorpommern","14.031 
330 
872","1.740 
108","226 
14,1"
"Niedersachsen","116.432 
2.150 
1.457","6.758 
85","2.258 
28,2"
"Nordrhein-Westfalen","420.190 
5.149 
2.341","22.912 
128","7.706 
42,9"
"Rheinland-Pfalz","78.087 
1.096 
1.907","4.743 
116","1.686 
41,2"
"Saarland","21.321 
516 
2.160","1.265 
128","497 
50,4"
"Sachsen","149.707 
3.049 
3.677","12.118 
298","3.814 
93,7"
"Sachsen-Anhalt","34.971 
1.042 
1.593","3.955 
180","805 
36,7"
"Schleswig-Holstein","27.542 
464 
948","2.417 
83","520 
17,9"
"Thüringen","49.045 
1.469 
2.299","5.480 
257","1.257 
58,9"
"Gesamt","1.866.887 
31.849 
2.245","113.555 
137","38.795 
46,6"
