"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg*","48,900 
433 
442","1,518 
13.7","1,880 
17.0"
"Bavaria","67,356 
101 
515","2,130 
16.3","2,659 
20.3"
"Berlin","14,196 
83 
379","1,055 
28.1","228 
6.1"
"Brandenburg","4,217 
3 
168","108 
4.3","169 
6.7"
"Bremen","2,372 
6 
347","154 
22.5","59 
8.6"
"Hamburg","7,690 
52 
418","405 
22.0","269 
14.6"
"Hesse","18,644 
37 
298","987 
15.8","550 
8.8"
"Mecklenburg-Western 
Pomerania*","1,151 
0 
72","38 
2.4","20 
1.2"
"Lower Saxony*","19,772 
0 
248","722 
9.0","683 
8.6"
"North Rhine-Westphalia","68,720 
325 
383","3,237 
18.1","1,865 
10.4"
"Rhineland-Palatinate","10,554 
71 
258","410 
10.0","251 
6.1"
"Saarland*","3,295 
0 
333","59 
6.0","176 
17.8"
"Saxony","7,122 
27 
175","341 
8.4","233 
5.7"
"Saxony-Anhalt","2,603 
34 
118","143 
6.5","67 
3.0"
"Schleswig-Holstein","4,686 
15 
162","241 
8.3","161 
5.6"
"Thuringia","4,054 
5 
189","108 
5.0","190 
8.9"
"Total 
285,332 
1,192 
343 
11,656 
14.0 
9,460 
11.4","","",""
