"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","70,792 
1,191 
638 
9,385 
84.5 
1,977 
17.8","",""
"Bavaria","93,290 
1,721 
711 
12,096 
92.2 
2,756 
21.0","",""
"Berlin","27,024 
930 
736 
4,649 
126.7 
251 
6.8","",""
"Brandenburg","6,599 
84 
262 
865 
34.3 
186 
7.4","",""
"Bremen","4,495 
88 
660 
864 
126.8 
66 
9.7","",""
"Hamburg","11,853 
339 
642 
1,546 
83.7 
283 
15.3","",""
"Hesse","34,200 
1,348 
544 
7,512 
119.5 
617 
9.8","",""
"Mecklenburg-Western 
Pomerania","2,200 
35 
137 
471 
29.3 
22 
1.4","",""
"Lower Saxony","31,038 
562 
388 
4,316 
54.0 
733 
9.2","",""
"North Rhine-Westphalia","114,194 
3,678 
636 
20,968 
116.8 
2,031 
11.3","",""
"Rhineland-Palatinate","17,090 
541 
417 
2,959 
72.3 
268 
6.5","",""
"Saarland","5,455 
134 
553 
986 
99.9 
180 
18.2","",""
"Saxony","14,001 
348 
344 
2,963 
72.8 
283 
6.9","",""
"Saxony-Anhalt","4,166 
172 
190 
757 
34.5 
75 
3.4","",""
"Schleswig-Holstein","6,942 
165 
239 
1,063 
36.6 
167 
5.8","",""
"Thuringia","5,936 
73 
278 
920 
43.1 
203 
9.5","",""
"Total","449,275 
11,409 
540 
72,320 
87.0 
10,098 
12.1","",""
