"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Total 
Cases/ 
Cases in 
Number of 
Number of 
incidence/ 
Number of 
Federal State 
number of 
100,000 
the last 
deaths/ 
new cases 
100,000 
deaths 
cases 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","281,393 
1,914 
2,535","10,684 
96","6,514 
58.7"
"Bavaria","385,784 
2,677 
2,939","15,082 
115","9,420 
71.8"
"Berlin","115,506 
900 
3,148","4,118 
112","1,996 
54.4"
"Brandenburg*","61,997 
1,172 
2,458","4,902 
194","1,849 
73.3"
"Bremen","15,248 
97 
2,238","551 
81","248 
36.4"
"Hamburg","43,919 
306 
2,378","1,523 
82","962 
52.1"
"Hesse","163,853 
1,532 
2,606","7,488 
119","4,318 
68.7"
"Mecklenburg- 
Western Pomerania","17,826 
273 
1,108","1,732 
108","344 
21.4"
"Lower Saxony","133,417 
1,322 
1,669","7,095 
89","2,900 
36.3"
"North Rhine-Westphalia","464,139 
3,430 
2,586","19,273 
107","9,773 
54.5"
"Rhineland-Palatinate","87,855 
815 
2,146","4,095 
100","2,216 
54.1"
"Saarland","23,873 
245 
2,419","1,100 
111","654 
66.3"
"Saxony","171,878 
1,094 
4,221","6,887 
169","5,517 
135.5"
"Saxony-Anhalt","46,137 
689 
2,102","4,051 
185","1,333 
60.7"
"Schleswig-Holstein","32,820 
523 
1,130","2,667 
92","725 
25.0"
"Thuringia","60,617 
873 
2,841","4,660 
218","1,873 
87.8"
"Total","2,106,262 
17,862 
2,533","95,908 
115","50,642 
60.9"
