"0","1","2","3"
"Meldejahr 2021 
Meldejahr 2021 
Änderung im Vergleich 
Meldewoche 06 
Meldewoche 07 
Bundesland 
Anzahl 
Inzidenz 
Anzahl 
Inzidenz 
Anzahl 
Anteil","","",""
"Baden-Württemberg","5.487 
49","5.036 
45","-451 
-8%"
"Bayern","7.772 
59","7.783 
59","11 
+/-0%"
"Berlin","2.167 
59","2.158 
59","-9 
+/-0%"
"Brandenburg","1.921 
76","1.607 
64","-314 
-16%"
"Bremen","424 
62","517 
76","93 
+22%"
"Hamburg","1.278 
69","1.373 
74","95 
+7%"
"Hessen","3.582 
57","3.777 
60","195 
+5%"
"Mecklenburg-Vorpommern","1.061 
66","1.141 
71","80 
+8%"
"Niedersachsen","5.374 
67","5.402 
68","28 
+1%"
"Nordrhein-Westfalen","10.244 
57","11.145 
62","901 
+9%"
"Rheinland-Pfalz","2.121 
52","2.230 
54","109 
+5%"
"Saarland","706 
72","595 
60","-111 
-16%"
"Sachsen","2.971 
73","3.194 
78","223 
+8%"
"Sachsen-Anhalt","1.812 
83","2.014 
92","202 
+11%"
"Schleswig-Holstein","1.671 
58","1.470 
51","-201 
-12%"
"Thüringen","2.243 
105","2.712 
127","469 
+21%"
"Gesamt 
50.834 
61 
52.154 
63 
1.320 
+3%","","",""
