"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","93,264 
2530 
840 
13,591 
122.4 
2.092 
18.8","",""
"Bavaria","123,225 
3720 
939 
19,851 
151.2 
2.885 
22.0","",""
"Berlin","37,357 
1386 
1018 
6,307 
171.9 
287 
7.8","",""
"Brandenburg","9,560 
498 
379 
1,489 
59.0 
208 
8.2","",""
"Bremen","6,599 
234 
969 
1,462 
214.6 
81 
11.9","",""
"Hamburg","15,778 
646 
854 
2,007 
108.6 
298 
16.1","",""
"Hesse","49,327 
1850 
784 
9,685 
154.0 
729 
11.6","",""
"Mecklenburg- 
Western Pomerania","3,415 
144 
212 
779 
48.4 
24 
1.5","",""
"Lower Saxony","42,707 
1498 
534 
7,012 
87.7 
802 
10.0","",""
"North Rhine-Westphalia","159,027 
5261 
886 
29,586 
164.9 
2.297 
12.8","",""
"Rhineland-Palatinate","24,320 
929 
594 
4,715 
115.2 
310 
7.6","",""
"Saarland","7,765 
201 
787 
1,355 
137.3 
198 
20.1","",""
"Saxony","22,957 
1838 
564 
4,885 
120.0 
386 
9.5","",""
"Saxony-Anhalt","6,170 
273 
281 
1,203 
54.8 
88 
4.0","",""
"Schleswig-Holstein","9,316 
220 
321 
1,535 
52.9 
194 
6.7","",""
"Thuringia","8,302 
278 
389 
1,568 
73.5 
217 
10,2","",""
"Total","619,089 
21,506 
744 
107,030 
128.7 
11.096 
13.3","",""
