"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","501.741","66","4.520","727","6,5","10.320","93"
"Bayern","649.045","77","4.945","955","7,3","15.296","117"
"Berlin","180.640","95","4.923","289","7,9","3.565","97"
"Brandenburg","108.829","16","4.315","101","4,0","3.812","151"
"Bremen","27.551","2","4.044","67","9,8","488","72"
"Hamburg","77.689","19","4.206","179","9,7","1.602","87"
"Hessen","291.828","35","4.641","585","9,3","7.557","120"
"Mecklenburg-
Vorpommern","44.187","1","2.748","27","1,7","1.163","72"
"Niedersachsen","261.720","72","3.274","467","5,8","5.799","73"
"Nordrhein-Westfalen","818.335","192","4.560","1.351","7,5","17.217","96"
"Rheinland-Pfalz","155.658","34","3.802","285","7,0","3.894","95"
"Saarland","41.628","4","4.218","78","7,9","1.028","104"
"Sachsen","286.040","12","7.025","89","2,2","10.104","248"
"Sachsen-Anhalt","99.287","4","4.524","30","1,4","3.430","156"
"Schleswig-Holstein","64.094","9","2.207","116","4,0","1.627","56"
"Thüringen","128.863","8","6.040","53","2,5","4.357","204"
"Gesamt","3.737.135","646","4.494","5.399","6,5","91.259","110"
