"0","1","2","3","4","5","6","7"
"Letzte 7 Tage 
Fälle kumulativ 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
100.000 
100.000 
100.000 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","396.512","3.880","3.572","18.347","165","9.007","81"
"Bayern","541.911","5.096","4.129","23.410","178","13.657","104"
"Berlin","155.995","1.327","4.251","5.038","137","3.133","85"
"Brandenburg","94.981","883","3.766","3.916","155","3.430","136"
"Bremen","22.923","270","3.365","1.160","170","427","63"
"Hamburg","66.663","479","3.609","2.337","127","1.423","77"
"Hessen","238.586","1.992","3.794","10.436","166","6.565","104"
"Mecklenburg-
Vorpommern","35.094","573","2.182","2.540","158","919","57"
"Niedersachsen","215.704","2.308","2.698","9.436","118","5.104","64"
"Nordrhein-Westfalen","663.755","6.318","3.698","28.461","159","14.761","82"
"Rheinland-Pfalz","126.606","1.206","3.093","5.385","132","3.422","84"
"Saarland","33.998","198","3.445","1.162","118","940","95"
"Sachsen","240.443","2.416","5.905","9.580","235","8.654","213"
"Sachsen-Anhalt","80.968","883","3.689","4.176","190","2.885","131"
"Schleswig-Holstein","54.142","407","1.865","2.249","77","1.471","51"
"Thüringen","105.161","1.190","4.929","5.529","259","3.583","168"
"Gesamt","3.073.442","29.426","3.696","133.162","160","79.381","95"
