"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","59,353 
700 
535","4,740 
42.7","1,928 
17.4"
"Bavaria","78,940 
1036 
601","5,748 
43.8","2,713 
20.7"
"Berlin","21,127 
363 
576","3,075 
83.8","240 
6.5"
"Brandenburg","5,414 
109 
215","567 
22.5","172 
6.8"
"Bremen","3,564 
87 
523","493 
72.4","63 
9.2"
"Hamburg","9,750 
293 
528","714 
38.7","280 
15.2"
"Hesse","25,440 
407 
405","3,465 
55.1","573 
9.1"
"Mecklenburg-Western 
Pomerania*","1,680 
90 
104","256 
15.9","21 
1.3"
"Lower Saxony","25,581 
294 
320","2,449 
30.6","714 
8.9"
"North Rhine-Westphalia","89,681 
1477 
500","9,819 
54.7","1,943 
10.8"
"Rhineland-Palatinate","13,404 
177 
327","1,303 
31.8","263 
6.4"
"Saarland","4,356 
135 
441","651 
66.0","177 
17.9"
"Saxony","9,935 
197 
244","1,290 
31.7","257 
6.3"
"Saxony-Anhalt","3,242 
108 
148","312 
14.2","71 
3.2"
"Schleswig-Holstein","5,626 
26 
194","384 
13.2","163 
5.6"
"Thuringia","4,881 
88 
229","432 
20.2","199 
9.3"
"361,974 
5,587 
435 
35,698 
42.9 
9,777 
11.8 
Total","","",""
