"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases* 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","267,714 
2,979 
2,412","14,803 
133","5,874 
52.9"
"Bavaria","366,609 
5,027 
2,793","20,944 
160","8,399 
64.0"
"Berlin","109,569 
1,274 
2,986","6,620 
180","1,711 
46.6"
"Brandenburg","53,533 
1,248 
2,123","5,353 
212","1,469 
58.2"
"Bremen","14,629 
160 
2,148","572 
84","227 
33.3"
"Hamburg","41,746 
396 
2,260","2,123 
115","865 
46.8"
"Hesse","154,500 
1,656 
2,457","8,859 
141","3,780 
60.1"
"Mecklenburg- 
Western Pomerania","15,684 
368 
975","1,876 
117","268 
16.7"
"Lower Saxony","124,027 
1,596 
1,552","7,975 
100","2,493 
31.2"
"North Rhine-Westphalia","439,609 
4,145 
2,449","23,542 
131","8,585 
47.8"
"Rhineland-Palatinate","82,472 
735 
2,015","5,000 
122","1,919 
46.9"
"Saarland","22,542 
263 
2,284","1,580 
160","588 
59.6"
"Saxony","161,352 
2,728 
3,963","11,907 
292","4,583 
112.5"
"Saxony-Anhalt","40,234 
1,001 
1,833","5,289 
241","1,006 
45.8"
"Schleswig-Holstein","29,734 
484 
1,024","2,683 
92","609 
21.0"
"Thuringia","54,636 
1,104 
2,561","6,621 
310","1,505 
70.5"
"Total","1,978,590 
25,164 
2,379","125,747 
151","43,881 
52.8"
