"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","500.787","85","4.511","642","5,8","10.272","93"
"Bayern","647.744","128","4.935","773","5,9","15.267","116"
"Berlin","180.225","16","4.911","186","5,1","3.560","97"
"Brandenburg","108.706","4","4.310","66","2,6","3.807","151"
"Bremen","27.458","9","4.031","41","6,0","487","71"
"Hamburg","77.396","27","4.190","148","8,0","1.597","86"
"Hessen","290.994","59","4.628","443","7,0","7.538","120"
"Mecklenburg-
Vorpommern","44.156","2","2.746","27","1,7","1.156","72"
"Niedersachsen","261.107","52","3.266","260","3,3","5.769","72"
"Nordrhein-Westfalen","816.500","170","4.549","1.002","5,6","17.165","96"
"Rheinland-Pfalz","155.262","42","3.793","206","5,0","3.892","95"
"Saarland","41.497","11","4.205","58","5,9","1.024","104"
"Sachsen","285.904","18","7.021","108","2,7","10.084","248"
"Sachsen-Anhalt","99.243","5","4.522","21","1,0","3.428","156"
"Schleswig-Holstein","63.921","15","2.201","100","3,4","1.623","56"
"Thüringen","128.782","6","6.037","75","3,5","4.338","203"
"Gesamt","3.729.682","649","4.485","4.156","5,0","91.007","109"
