"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","50,763 
523 
459","1,732 
15.6","1.888 
17.1"
"Bavaria","69,486 
300 
531","2,108 
16.1","2.671 
20.4"
"Berlin","15,574 
203 
416","1,374 
36.7","231 
6.2"
"Brandenburg","4,393 
24 
175","158 
6.3","169 
6.7"
"Bremen","2,598 
41 
380","234 
34,3","59 
8.6"
"Hamburg","8,176 
112 
444","428 
23.2","272 
14.8"
"Hesse","19,788 
172 
316","1,160 
18.5","552 
8.8"
"Mecklenburg-Western 
Pomerania*","1,220 
0 
76","59 
3.7","20 
1.2"
"Lower Saxony","20,954 
177 
263","953 
11.9","690 
8.6"
"North Rhine-Westphalia","72,581 
518 
405","3,905 
21.8","1,884 
10.5"
"Rhineland-Palatinate","11,015 
40 
270","458 
11.2","256 
6.3"
"Saarland*","3,380 
0 
341","83 
8.4","177 
17.9"
"Saxony","7,459 
68 
183","300 
7.4","239 
5.9"
"Saxony-Anhalt","2,736 
43 
124","131 
5.9","68 
3.1"
"Schleswig-Holstein","4,914 
16 
170","226 
7.8","162 
5.6"
"Thuringia","4,200 
42 
196","143 
6.7","191 
8.9"
"299,237 
2,279 
360 
13,452 
16.2 
9,529 
11.5 
Total","","",""
