"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","1.110 
2.705 
300.232","6.753 
61","7.422 
66,9"
"Bayern","413.008 
1.387 
3.147","10.001 
76","11.126 
84,8"
"Berlin","122.456 
227 
3.337","2.531 
69","2.467 
67,2"
"Brandenburg","70.930 
274 
2.813","2.253 
89","2.629 
104,2"
"Bremen","16.494 
58 
2.421","532 
78","286 
42,0"
"Hamburg","47.582 
170 
2.576","1.173 
63","1.143 
61,9"
"Hessen","176.931 
793 
2.814","5.074 
81","5.165 
82,1"
"Mecklenburg-
Vorpommern","21.207 
155 
1.319","1.364 
85","544 
33,8"
"Niedersachsen","148.108 
913 
1.853","5.304 
66","3.581 
44,8"
"Nordrhein-
Westfalen","499.455 
1.788 
2.783","13.165 
73","11.540 
64,3"
"Rheinland-Pfalz","95.437 
187 
2.331","2.463 
60","2.727 
66,6"
"Saarland","26.889 
180 
2.725","1.140 
116","783 
79,3"
"Sachsen","184.334 
522 
4.527","3.890 
96","6.763 
166,1"
"Sachsen-Anhalt","54.592 
335 
2.487","2.496 
114","1.970 
89,8"
"Schleswig-Holstein","37.893 
282 
1.305","1.871 
64","1.012 
34,9"
"Thüringen","68.462 
235 
3.209","2.885 
135","2.359 
110,6"
"Gesamt","2.284.010 
8.616 
2.746","62.895 
76","61.517 
74,0"
