"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","48,467 
332 
438","1,407 
12.7","1,877 
17.0"
"Bavaria","67,005 
448 
512","2,257 
17.3","2,657 
20.3"
"Berlin","13,970 
159 
373","914 
24.4","228 
6.1"
"Brandenburg","4,203 
25 
167","104 
4.1","169 
6.7"
"Bremen","2,320 
40 
340","132 
19.3","59 
8.6"
"Hamburg","7,550 
119 
410","362 
19.7","269 
14.6"
"Hesse","18,396 
175 
294","847 
13.5","549 
8.8"
"Mecklenburg-Western 
Pomerania","1,151 
7 
72","46 
2.9","20 
1.2"
"Lower Saxony","19,748 
305 
247","864 
10.8","683 
8.6"
"North Rhine-Westphalia","67,903 
625 
379","2,991 
16.7","1,863 
10.4"
"Rhineland-Palatinate","10,439 
58 
256","349 
8.5","251 
6.1"
"Saarland*","3,288 
18 
332","59 
6.0","176 
17.8"
"Saxony","7,052 
110 
173","339 
8.3","233 
5.7"
"Saxony-Anhalt","2,536 
11 
115","90 
4.1","67 
3.0"
"Schleswig-Holstein","4,656 
53 
161","257 
8.9","161 
5.6"
"Thuringia","4,046 
22 
189","113 
5.3","190 
8.9"
"Total 
282,730 
2,507 
340 
11,131 
13.4 
9,452 
11.4","","",""
