"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","308.077 
911 
2.775","4.609 
42","7.856 
70,8"
"Bayern","424.534 
1.721 
3.235","7.257 
55","11.945 
91,0"
"Berlin","125.726 
452 
3.426","1.759 
48","2.670 
72,8"
"Brandenburg","74.065 
392 
2.937","1.702 
67","2.874 
114,0"
"Bremen","17.170 
97 
2.521","448 
66","317 
46,5"
"Hamburg","49.553 
234 
2.683","1.114 
60","1.206 
65,3"
"Hessen","182.385 
862 
2.900","3.467 
55","5.598 
89,0"
"Mecklenburg-
Vorpommern","22.822 
197 
1.419","1.034 
64","664 
41,3"
"Niedersachsen","155.840 
940 
1.950","4.844 
61","3.977 
49,8"
"Nordrhein-
Westfalen","514.947 
2.068 
2.869","10.246 
57","12.424 
69,2"
"Rheinland-Pfalz","98.759 
368 
2.412","1.866 
46","2.945 
71,9"
"Saarland","27.850 
127 
2.822","574 
58","835 
84,6"
"Sachsen","188.956 
702 
4.640","2.694 
66","7.294 
179,1"
"Sachsen-Anhalt","57.479 
394 
2.619","1.840 
84","2.221 
101,2"
"Schleswig-Holstein","40.273 
232 
1.387","1.521 
52","1.190 
41,0"
"Thüringen","72.170 
510 
3.383","2.550 
120","2.682 
125,7"
"Gesamt","2.360.606 
10.207 
2.838","47.525 
57","66.698 
80,2"
