"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","285.141 
734 
2.569","9.992 
90","6.633 
59,8"
"Bayern","391.103 
1.105 
2.980","14.046 
107","9.671 
73,7"
"Berlin","116.742 
160 
3.181","4.029 
110","2.040 
55,6"
"Brandenburg*","63.644 
576 
2.524","4.315 
171","1.939 
76,9"
"Bremen","15.435 
33 
2.266","507 
74","253 
37,1"
"Hamburg","44.718 
265 
2.421","1.660 
90","988 
53,5"
"Hessen","166.219 
346 
2.643","7.023 
112","4.412 
70,2"
"Mecklenburg-
Vorpommern","18.462 
113 
1.148","1.713 
107","369 
22,9"
"Niedersachsen","136.202 
437 
1.704","6.756 
85","2.976 
37,2"
"Nordrhein-
Westfalen","471.079 
997 
2.625","18.679 
104","9.972 
55,6"
"Rheinland-Pfalz","89.446 
469 
2.185","4.087 
100","2.287 
55,9"
"Saarland","24.288 
39 
2.461","1.111 
113","689 
69,8"
"Sachsen","174.818 
632 
4.293","6.979 
171","5.730 
140,7"
"Sachsen-Anhalt","48.405 
480 
2.205","4.484 
204","1.437 
65,5"
"Schleswig-Holstein","33.861 
139 
1.166","2.733 
94","755 
26,0"
"Thüringen","62.102 
204 
2.911","4.343 
204","1.936 
90,7"
"Gesamt","2.141.665 
6.729 
2.575","92.457 
111","52.087 
62,6"
