"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","45.254 
184 
409","1.423 
12,9","1.867 
16,9"
"Bayern","61.974 
269 
474","2.328 
17,8","2.645 
20,2"
"Berlin","12.269 
15 
327","532 
14,2","226 
6,0"
"Brandenburg","4.006 
1 
159","65 
2,6","169 
6,7"
"Bremen","2.135 
5 
313","65 
9,5","58 
8,5"
"Hamburg","6.825 
11 
371","254 
13,8","268 
14,6"
"Hessen","16.877 
69 
269","696 
11,1","539 
8,6"
"Mecklenburg-
Vorpommern*","1.055 
0 
66","24 
1,5","20 
1,2"
"Niedersachsen","17.911 
67 
224","557 
7,0","667 
8,4"
"Nordrhein-Westfalen","62.261 
182 
347","1.738 
9,7","1.829 
10,2"
"Rheinland-Pfalz","9.764 
47 
239","363 
8,9","246 
6,0"
"Saarland","3.245 
2 
328","44 
4,4","175 
17,7"
"Sachsen","6.403 
38 
157","241 
5,9","226 
5,5"
"Sachsen-Anhalt","2.355 
18 
107","67 
3,0","66 
3,0"
"Schleswig-Holstein","4.231 
9 
146","100 
3,5","161 
5,6"
"Thüringen","3.790 
10 
177","93 
4,3","188 
8,8"
"Gesamt","260.355 
927 
313","8.590 
10,3","9.350 
11,2"
