"0","1","2","3"
"Todesfälle 
 
Fälle kumulativ 
Letzte 7 Tage 
kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-
Württemberg","188.241 
2.197 
1.696","20.789 
187","3.425 
30,9"
"Bayern","259.793 
2.890 
1.979","26.728 
204","4.895 
37,3"
"Berlin","78.796 
548 
2.147","7.083 
193","821 
22,4"
"Brandenburg","26.952 
518 
1.069","3.825 
152","484 
19,2"
"Bremen","11.714 
53 
1.720","911 
134","158 
23,2"
"Hamburg","29.408 
273 
1.592","2.335 
126","478 
25,9"
"Hessen","108.316 
955 
1.723","11.360 
181","1.755 
27,9"
"Mecklenburg-
Vorpommern","8.232 
163 
512","1.448 
90","98 
6,1"
"Niedersachsen","85.729 
958 
1.072","7.501 
94","1.427 
17,9"
"Nordrhein-
Westfalen","317.966 
3.029 
1.772","30.100 
168","4.489 
25,0"
"Rheinland-Pfalz","56.345 
809 
1.376","6.468 
158","855 
20,9"
"Saarland","15.996 
408 
1.621","1.836 
186","307 
31,1"
"Sachsen","86.807 
2.562 
2.132","15.437 
379","1.702 
41,8"
"Sachsen-Anhalt","18.524 
372 
844","3.311 
151","274 
12,5"
"Schleswig-Holstein","18.100 
140 
623","2.314 
80","293 
10,1"
"Thüringen","26.159 
487 
1.226","5.005 
235","514 
24,1"
"Gesamt","1.337.078 
16.362 
1.608","146.451 
176","21.975 
26,4"
