"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","44.396 
278 
401","1.500 
13,6","1.868 
16,9"
"Bayern","60.759 
638 
465","2.396 
18,3","2.644 
20,2"
"Berlin","11.951 
72 
319","459 
12,2","226 
6,0"
"Brandenburg","3.966 
7 
158","64 
2,5","169 
6,7"
"Bremen","2.094 
9 
307","58 
8,5","58 
8,5"
"Hamburg","6.626 
99 
360","213 
11,6","267 
14,5"
"Hessen","16.500 
125 
263","698 
11,1","537 
8,6"
"Mecklenburg-
Vorpommern","1.044 
6 
65","29 
1,8","20 
1,2"
"Niedersachsen","17.572 
118 
220","495 
6,2","665 
8,3"
"Nordrhein-Westfalen","61.201 
323 
341","1.589 
8,9","1.827 
10,2"
"Rheinland-Pfalz","9.560 
77 
234","343 
8,4","245 
6,0"
"Saarland","3.218 
10 
325","48 
4,8","175 
17,7"
"Sachsen","6.255 
64 
153","160 
3,9","225 
5,5"
"Sachsen-Anhalt","2.305 
15 
104","42 
1,9","66 
3,0"
"Schleswig-Holstein","4.197 
29 
145","108 
3,7","161 
5,6"
"Thüringen","3.722 
22 
174","66 
3,1","188 
8,8"
"Gesamt","255.366 
1.892 
307","8.268 
9,9","9.341 
11,2"
