"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","494.953","258","4.459","3.487","31","10.014","90"
"Bayern","641.704","365","4.889","3.454","26","15.007","114"
"Berlin","179.087","156","4.880","965","26","3.506","96"
"Brandenburg","108.510","48","4.303","356","14","3.743","148"
"Bremen","27.219","24","3.996","196","29","475","70"
"Hamburg","76.504","39","4.142","328","18","1.567","85"
"Hessen","288.023","131","4.580","1.864","30","7.393","118"
"Mecklenburg-
Vorpommern","43.971","22","2.734","151","9","1.126","70"
"Niedersachsen","259.277","149","3.244","1.522","19","5.659","71"
"Nordrhein-Westfalen","809.270","575","4.509","5.500","31","16.852","94"
"Rheinland-Pfalz","153.619","186","3.752","1.147","28","3.752","92"
"Saarland","40.998","19","4.154","311","32","1.012","103"
"Sachsen","284.657","117","6.991","1.041","26","9.815","241"
"Sachsen-Anhalt","98.778","55","4.501","454","21","3.368","153"
"Schleswig-Holstein","63.324","41","2.181","396","14","1.603","55"
"Thüringen","128.033","109","6.001","662","31","4.256","199"
"Gesamt","3.697.927","2.294","4.446","21.834","26","89.148","107"
