"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases* 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","250,675 
1,278 
2,258","11,232 
101","5,207 
46.9"
"Bavaria","342,280 
3,494 
2,608","15,971 
122","7,424 
56.6"
"Berlin","102,070 
1,310 
2,782","4,492 
122","1,445 
39.4"
"Brandenburg","45,720 
1,164 
1,813","3,428 
136","1,143 
45.3"
"Bremen","14,069 
154 
2,065","504 
74","209 
30.7"
"Hamburg","39,154 
579 
2,120","2,084 
113","725 
39.2"
"Hesse","145,009 
2,084 
2,306","7,939 
126","3,278 
52.1"
"Mecklenburg- 
Western Pomerania","13,701 
476 
852","1,656 
103","215 
13.4"
"Lower Saxony","114,282 
2,116 
1,430","6,050 
76","2,206 
27.6"
"North Rhine-Westphalia","415,041 
6,043 
2,313","20,928 
117","7,507 
41.8"
"Rhineland-Palatinate","76,991 
1,106 
1,881","4,403 
108","1,632 
39.9"
"Saarland","20,805 
308 
2,108","887 
90","483 
48.9"
"Saxony","146,658 
3,536 
3,602","10,987 
270","3,626 
89.0"
"Saxony-Anhalt","33,929 
910 
1,546","3,503 
160","777 
35.4"
"Schleswig-Holstein","27,078 
542 
933","2,297 
79","514 
17.7"
"Thuringia","47,576 
1,291 
2,230","4,958 
232","1,216 
57.0"
"Total","1,835,038 
26,391 
2,206","101,319 
122","37,607 
45.2"
