"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","290.457 
1.639 
2.617","8.411 
76","6.956 
62,7"
"Bayern","398.573 
1.973 
3.037","12.311 
94","10.229 
77,9"
"Berlin","118.955 
522 
3.242","3.105 
85","2.198 
59,9"
"Brandenburg*","67.144 
774 
2.662","3.535 
140","2.193 
87,0"
"Bremen","15.747 
108 
2.312","504 
74","265 
38,9"
"Hamburg","45.576 
41 
2.467","1.306 
71","1.037 
56,1"
"Hessen","169.960 
1.089 
2.703","5.936 
94","4.733 
75,3"
"Mecklenburg-
Vorpommern","19.435 
238 
1.209","1.587 
99","423 
26,3"
"Niedersachsen","139.925 
896 
1.750","5.741 
72","3.189 
39,9"
"Nordrhein-
Westfalen","481.042 
2.779 
2.680","16.160 
90","10.597 
59,0"
"Rheinland-Pfalz","91.711 
612 
2.240","3.530 
86","2.450 
59,8"
"Saarland","25.232 
291 
2.557","1.091 
111","720 
73,0"
"Sachsen","178.330 
1.209 
4.379","5.349 
131","6.153 
151,1"
"Sachsen-Anhalt","50.945 
745 
2.321","3.645 
166","1.653 
75,3"
"Schleswig-Holstein","35.426 
389 
1.220","2.606 
90","834 
28,7"
"Thüringen","64.392 
717 
3.018","3.664 
172","2.122 
99,5"
"Gesamt*","2.192.850 
14.022 
2.637","78.481 
94","55.752 
67,0"
