"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","302,110 
1,019 
2,722","6,395 
58","7,552 
68.0"
"Bavaria","415,276 
944 
3,164","9,102 
69","11,371 
86.6"
"Berlin","123,192 
302 
3,357","2,062 
56","2,507 
68.3"
"Brandenburg","71,659 
356 
2,841","2,003 
79","2,716 
107.7"
"Bremen","16,618 
49 
2,440","469 
69","301 
44.2"
"Hamburg","48,045 
161 
2,601","1,083 
59","1,158 
62.7"
"Hesse","177,988 
657 
2,831","4,510 
72","5,296 
84.2"
"Mecklenburg- 
Western Pomerania","21,556 
205 
1,340","1,240 
77","596 
37.1"
"Lower Saxony","149,347 
470 
1,868","4,782 
60","3,682 
46.1"
"North Rhine-Westphalia*","502,766 
2,266 
2,801","12,034 
67","11,796 
65.7"
"Rhineland-Palatinate","96,371 
295 
2,354","2,360 
58","2,800 
68.4"
"Saarland","27,084 
132 
2,744","998 
101","795 
80.6"
"Saxony","185,204 
324 
4,548","3,085 
76","6,895 
169.3"
"Saxony-Anhalt","55,162 
265 
2,513","2,053 
94","2,010 
91.6"
"Schleswig-Holstein","38,444 
308 
1,324","1,755 
60","1,062 
36.6"
"Thuringia","69,174 
319 
3,242","2,616 
123","2,432 
114.0"
"Total","2,299,996 
8,072 
2,766","56,547 
68","62,969 
75.7"
