"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","334.884 
1.960 
3.017","8.866 
80","8.456 
76,2"
"Bayern","462.053 
2.184 
3.520","12.037 
92","12.884 
98,2"
"Berlin","135.775 
664 
3.700","3.222 
88","2.946 
80,3"
"Brandenburg","80.871 
513 
3.207","2.244 
89","3.197 
126,8"
"Bremen","19.134 
77 
2.809","537 
79","381 
55,9"
"Hamburg","55.475 
209 
3.003","1.515 
82","1.337 
72,4"
"Hessen","200.311 
1.174 
3.186","5.871 
93","6.094 
96,9"
"Mecklenburg-
Vorpommern","27.094 
271 
1.685","1.032 
64","816 
50,7"
"Niedersachsen","177.935 
919 
2.226","6.027 
75","4.630 
57,9"
"Nordrhein-
Westfalen","563.802 
2.808 
3.141","15.271 
85","13.761 
76,7"
"Rheinland-Pfalz","107.424 
382 
2.624","2.517 
61","3.224 
78,8"
"Saarland","30.246 
84 
3.065","523 
53","914 
92,6"
"Sachsen","204.405 
872 
5.020","4.441 
109","8.150 
200,1"
"Sachsen-Anhalt","65.643 
308 
2.991","2.312 
105","2.597 
118,3"
"Schleswig-Holstein","45.758 
332 
1.576","1.562 
54","1.391 
47,9"
"Thüringen","83.954 
678 
3.935","3.692 
173","3.127 
146,6"
"Gesamt","2.594.764 
13.435 
3.120","71.669 
86","73.905 
88,9"
