"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","110,633 
2,984 
997 
14,909 
134.3 
2,225 
20.0","",""
"Bavaria","148,882 
4,177 
1,134 
23,714 
180.7 
3,081 
23.5","",""
"Berlin","45,106 
1,960 
1,229 
7,003 
190.8 
334 
9.1","",""
"Brandenburg","11,852 
369 
470 
1,580 
62.7 
230 
9.1","",""
"Bremen","7,803 
238 
1,145 
1,184 
173.8 
93 
13.7","",""
"Hamburg","18,914 
659 
1,024 
2,104 
113.9 
310 
16.8","",""
"Hesse","61,055 
1,684 
971 
10,962 
174.3 
836 
13.3","",""
"Mecklenburg- 
Western Pomerania","4,165 
255 
259 
705 
43.8 
36 
2.2","",""
"Lower Saxony","51,770 
1,603 
648 
7,597 
95.0 
882 
11.0","",""
"North Rhine-Westphalia","191,011 
5,873 
1,064 
29,595 
164.9 
2,581 
14.4","",""
"Rhineland-Palatinate","30,250 
1,292 
739 
5,629 
137.5 
352 
8.6","",""
"Saarland","9,452 
176 
958 
1,366 
138.4 
208 
21.1","",""
"Saxony","31,538 
1,438 
775 
5,922 
145.4 
474 
11.6","",""
"Saxony-Anhalt","7,641 
274 
348 
1,266 
57.7 
105 
4.8","",""
"Schleswig-Holstein","10,924 
209 
376 
1,546 
53.2 
213 
7.3","",""
"Thuringia","10,099 
351 
473 
1,688 
79.1 
240 
11.2","",""
"Total","751,095 
23,542 
903 
116,770 
140.4 
12,200 
14.7","",""
