"0","1","2","3","4","5","6","7"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","479.090","594","4.316","10.549","95","9.725","88"
"Bayern","627.007","604","4.777","10.612","81","14.632","111"
"Berlin","175.654","371","4.787","2.322","63","3.403","93"
"Brandenburg","106.657","92","4.229","1.523","60","3.675","146"
"Bremen","26.590","17","3.903","428","63","469","69"
"Hamburg","75.086","95","4.065","785","42","1.533","83"
"Hessen","279.582","240","4.446","5.491","87","7.151","114"
"Mecklenburg-
Vorpommern","43.004","43","2.674","915","57","1.086","68"
"Niedersachsen","252.575","238","3.160","4.497","56","5.491","69"
"Nordrhein-Westfalen","787.351","1.047","4.387","15.499","86","16.313","91"
"Rheinland-Pfalz","149.275","169","3.646","3.022","74","3.652","89"
"Saarland","39.688","46","4.022","852","86","980","99"
"Sachsen","278.482","265","6.839","4.268","105","9.387","231"
"Sachsen-Anhalt","96.612","75","4.402","1.843","84","3.226","147"
"Schleswig-Holstein","61.747","73","2.126","968","33","1.566","54"
"Thüringen","124.655","240","5.843","2.527","118","4.092","192"
"Gesamt","3.603.055","4.209","4.332","66.101","79","86.381","104"
