"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","307.166 
765 
2.767","4.837 
44","7.837 
70,6"
"Bayern","422.813 
1.021 
3.221","7.157 
55","11.849 
90,3"
"Berlin","125.274 
295 
3.414","1.778 
48","2.644 
72,1"
"Brandenburg","73.673 
292 
2.921","1.806 
72","2.850 
113,0"
"Bremen","17.073 
72 
2.506","424 
62","316 
46,4"
"Hamburg","49.319 
150 
2.670","1.081 
59","1.202 
65,1"
"Hessen","181.523 
596 
2.887","3.438 
55","5.553 
88,3"
"Mecklenburg-
Vorpommern","22.625 
230 
1.407","1.030 
64","657 
40,9"
"Niedersachsen","154.900 
715 
1.938","5.027 
63","3.908 
48,9"
"Nordrhein-
Westfalen","512.879 
1.648 
2.858","10.052 
56","12.342 
68,8"
"Rheinland-Pfalz","98.391 
261 
2.403","1.853 
45","2.928 
71,5"
"Saarland","27.723 
79 
2.809","605 
61","830 
84,1"
"Sachsen","188.254 
434 
4.623","2.551 
63","7.246 
177,9"
"Sachsen-Anhalt","57.085 
266 
2.601","1.796 
82","2.170 
98,9"
"Schleswig-Holstein","40.041 
251 
1.379","1.621 
56","1.177 
40,5"
"Thüringen","71.660 
481 
3.359","2.380 
112","2.655 
124,5"
"Gesamt","2.350.399 
7.556 
2.826","47.436 
57","66.164 
79,6"
