"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","55.639 
700 
501","3.595 
32,4","1.909 
17,2"
"Bayern","74.459 
671 
567","3.776 
28,8","2.693 
20,5"
"Berlin","19.033 
706 
519","2.604 
71,0","237 
6,5"
"Brandenburg","4.997 
203 
198","436 
17,3","172 
6,8"
"Bremen","3.166 
53 
465","462 
67,8","62 
9,1"
"Hamburg","9.153 
113 
495","533 
28,9","278 
15,0"
"Hessen","22.819 
509 
363","2.323 
36,9","567 
9,0"
"Mecklenburg-
Vorpommern","1.472 
56 
92","154 
9,6","20 
1,2"
"Niedersachsen","23.560 
295 
295","1.768 
22,1","702 
8,8"
"Nordrhein-Westfalen","82.356 
1164 
459","7.446 
41,5","1.923 
10,7"
"Rheinland-Pfalz","12.410 
175 
303","1.005 
24,5","260 
6,4"
"Saarland","3.867 
147 
392","367 
37,2","177 
17,9"
"Sachsen","8.742 
183 
215","883 
21,7","250 
6,1"
"Sachsen-Anhalt","2.966 
24 
135","151 
6,9","68 
3,1"
"Schleswig-Holstein","5.391 
66 
186","354 
12,2","163 
5,6"
"Thüringen","4.555 
67 
214","306 
14,3","196 
9,2"
"Gesamt","334.585 
5.132 
402","26.163 
31,5","9.677 
11,6"
