"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","49.707 
286 
449","1.576 
14,2","1.886 
17,0"
"Bayern","68.482 
486 
524","2.087 
16,0","2.663 
20,4"
"Berlin","14.788 
288 
395","1.103 
29,4","228 
6,1"
"Brandenburg","4.300 
42 
171","131 
5,2","169 
6,7"
"Bremen","2.471 
36 
362","213 
31,2","59 
8,6"
"Hamburg","7.896 
59 
429","410 
22,3","271 
14,7"
"Hessen","19.089 
144 
305","1.015 
16,2","551 
8,8"
"Mecklenburg-
Vorpommern","1.195 
15 
74","54 
3,4","20 
1,2"
"Niedersachsen","20.290 
128 
254","810 
10,1","685 
8,6"
"Nordrhein-Westfalen","70.580 
758 
394","3.696 
20,6","1.880 
10,5"
"Rheinland-Pfalz","10.740 
42 
263","422 
10,3","255 
6,2"
"Saarland*","3.315 
18 
335","47 
4,7","177 
17,9"
"Sachsen","7.288 
86 
179","327 
8,0","235 
5,8"
"Sachsen-Anhalt","2.654 
35 
120","138 
6,2","68 
3,1"
"Schleswig-Holstein","4.821 
49 
166","268 
9,3","162 
5,6"
"Thüringen","4.106 
31 
192","96 
4,5","191 
8,9"
"Gesamt","291.722 
2.503 
351","12.393 
14,9","9.500 
11,4"
