"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","60.721 
668 
547","5.277 
47,5","1.936 
17,4"
"Bayern","80.880 
1145 
616","6.685 
50,9","2.720 
20,7"
"Berlin","21.905 
476 
597","3.102 
84,5","241 
6,6"
"Brandenburg","5.574 
123 
221","596 
23,6","174 
6,9"
"Bremen","3.630 
40 
533","520 
76,3","63 
9,2"
"Hamburg","10.003 
93 
542","742 
40,2","281 
15,2"
"Hessen","26.558 
782 
422","4.055 
64,5","584 
9,3"
"Mecklenburg-
Vorpommern","1.719 
14 
107","274 
17,0","21 
1,3"
"Niedersachsen","26.356 
504 
330","2.738 
34,3","717 
9,0"
"Nordrhein-Westfalen","92.694 
2150 
516","11.160 
62,2","1.963 
10,9"
"Rheinland-Pfalz","13.957 
305 
341","1.612 
39,4","265 
6,5"
"Saarland","4.437 
22 
450","660 
66,9","177 
17,9"
"Sachsen","10.520 
245 
258","1.633 
40,1","259 
6,4"
"Sachsen-Anhalt","3.334 
49 
152","346 
15,8","71 
3,2"
"Schleswig-Holstein","5.879 
165 
202","552 
19,0","163 
5,6"
"Thüringen","5.000 
87 
234","482 
22,6","201 
9,4"
"Gesamt","373.167 
6.868 
449","40.434 
48,6","9.836 
11,8"
