"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","54,939 
594 
495","3,504 
31.6","1,903 
17.1"
"Bavaria","73,788 
602 
562","3,596 
27.4","2,689 
20.5"
"Berlin","18,327 
252 
499","2,219 
60.5","234 
6.4"
"Brandenburg","4,794 
23 
190","294 
11.7","169 
6.7"
"Bremen","3,113 
33 
457","482 
70.8","61 
9.0"
"Hamburg","9,040 
77 
489","513 
27.8","277 
15.0"
"Hesse","22,310 
271 
355","2,142 
34.1","562 
8.9"
"Mecklenburg-Western 
Pomerania*","1,416 
43 
88","116 
7.2","20 
1.2"
"Lower Saxony*","23,265 
603 
291","1,776 
22.2","696 
8.7"
"North Rhine-Westphalia","81,192 
1,211 
452","7,118 
39.7","1,917 
10.7"
"Rhineland-Palatinate","12,235 
129 
299","937 
22.9","257 
6.3"
"Saarland","3,720 
17 
377","262 
26.5","177 
17.9"
"Saxony","8,559 
146 
210","857 
21.0","248 
6.1"
"Saxony-Anhalt","2,942 
10 
134","168 
7.7","68 
3.1"
"Schleswig-Holstein","5,325 
65 
183","342 
11.8","162 
5.6"
"Thuringia","4,488 
46 
210","257 
12.0","194 
9.1"
"Total 
329,453 
4,122 
396 
24,583 
29.6 
9,634 
11.6","","",""
