"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","37,455 
183 
338","406 
3,7","1,847 
16.7"
"Bavaria","51,279 
123 
392","634 
4,8","2,623 
20.1"
"Berlin","9,367 
39 
250","320 
8,5","223 
5.9"
"Brandenburg","3,579 
6 
142","28 
1,1","168 
6.7"
"Bremen","1,787 
5 
262","35 
5,1","56 
8.2"
"Hamburg","5,444 
8 
296","103 
5,6","261 
14.2"
"Hesse","12,199 
57 
195","434 
6,9","521 
8.3"
"Mecklenburg-Western  
Pomerania","880 
3 
55","31 
1,9","20 
1.2"
"Lower Saxony","14,634 
67 
183","315 
3,9","653 
8.2"
"North Rhine-
Westphalia","49,727 
292 
277","1,936 
10,8","1,744 
9.7"
"Rhineland-Palatinate","7,583 
40 
186","131 
3,2","239 
5.9"
"Saarland","2,886 
5 
291","31 
3,1","174 
17.6"
"Saxony","5,548 
7 
136","22 
0,5","225 
5.5"
"Saxony-Anhalt","2,034 
3 
92","39 
1,8","64 
2.9"
"Schleswig-Holstein","3,494 
27 
121","143 
4,9","156 
5.4"
"Thuringia","3,385 
14 
158","33 
1,5","182 
8.5"
"211,281 
879 
254 
4,641 
5,6 
9,156 
11.0 
Total","","",""
