"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases* 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","104,707 
2,414 
943 
14,721 
132.6 
2,167 
19.5","",""
"Bavaria","139,914 
3,278 
1,066 
22,405 
170.7 
3,018 
23.0","",""
"Berlin","42,014 
1,554 
1,145 
6,450 
175.8 
314 
8.6","",""
"Brandenburg","11,031 
241 
437 
1,692 
67.1 
226 
9.0","",""
"Bremen","7,367 
113 
1,081 
1,268 
186.1 
89 
13.1","",""
"Hamburg","17,860 
423 
967 
2,085 
112.9 
305 
16.5","",""
"Hesse","57,466 
1,722 
914 
10,964 
174.4 
809 
12.9","",""
"Mecklenburg- 
Western Pomerania","3,910 
124 
243 
739 
46.0 
34 
2.1","",""
"Lower Saxony","48,400 
1,081 
605 
7,259 
90.8 
843 
10.5","",""
"North Rhine-Westphalia","180,523 
4,572 
1,006 
30,129 
167.9 
2,465 
13.7","",""
"Rhineland-Palatinate","28,034 
797 
685 
5,164 
126.1 
334 
8.2","",""
"Saarland","9,012 
372 
913 
1,477 
149.7 
205 
20.8","",""
"Saxony","28,507 
1,168 
700 
6,034 
148.2 
426 
10.5","",""
"Saxony-Anhalt","7,101 
173 
324 
1,317 
60.0 
96 
4.4","",""
"Schleswig-Holstein","10,466 
252 
360 
1,590 
54.8 
208 
7.2","",""
"Thuringia","9,375 
203 
439 
1,587 
74.4 
228 
10.7","",""
"Total","705,687 
18,487 
849 
114,881 
138.1 
11,767 
14.1","",""
