"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Cases/ 
Cases in 
Number of 
Total number 
Number of 
incidence/ 
Number of 
Federal State 
100,000 
the last 
deaths/ 
of cases 
new cases* 
100,000 
deaths 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","260,001 
2,598 
2,342","15,412 
139","5,530 
49.8"
"Bavaria","354,494 
2,879 
2,701","20,474 
156","7,875 
60.0"
"Berlin","105,850 
732 
2,885","6,978 
190","1,560 
42.5"
"Brandenburg","49,531 
0 
1,964","5,890 
234","1,281 
50.8"
"Bremen","14,323 
66 
2,103","613 
90","222 
32.6"
"Hamburg","40,476 
353 
2,191","2,575 
139","817 
44.2"
"Hesse","150,229 
1,366 
2,389","10,167 
162","3,483 
55.4"
"Mecklenburg- 
Western Pomerania","14,667 
238 
912","2,134 
133","239 
14.9"
"Lower Saxony","119,533 
1,228 
1,495","8,768 
110","2,329 
29.1"
"North Rhine-Westphalia","427,710 
3,218 
2,383","26,937 
150","7,942 
44.3"
"Rhineland-Palatinate","79,839 
587 
1,950","5,426 
133","1,762 
43.0"
"Saarland","21,868 
226 
2,216","1,714 
174","540 
54.7"
"Saxony","154,520 
2,061 
3,795","14,563 
358","4,064 
99.8"
"Saxony-Anhalt","35,734 
0 
1,628","3,574 
163","832 
37.9"
"Schleswig-Holstein","28,480 
424 
981","2,956 
102","545 
18.8"
"Thuringia","51,272 
970 
2,403","6,698 
314","1,322 
62.0"
"Total","1,908,527 
16,946 
2,295","134,879 
162","40,343 
48.5"
