"0","1","2","3"
"Cumulative cases  
Last 7 days 
Cumulative deaths","","",""
"7-day 
Total 
Cases/ 
Cases in 
Number of 
Number of 
incidence/ 
Number of 
Federal State 
number of 
100,000 
the last 
deaths/ 
new cases 
100,000 
deaths 
cases 
pop. 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","304,257 
924 
2,741","5,927 
53","7,675 
69.1"
"Bavaria","418,456 
1,670 
3,188","8,197 
62","11,547 
88.0"
"Berlin","124,134 
485 
3,383","2,119 
58","2,574 
70.1"
"Brandenburg","72,569 
374 
2,878","1,932 
77","2,760 
109.4"
"Bremen","16,797 
80 
2,466","444 
65","306 
44.9"
"Hamburg","48,458 
193 
2,623","1,066 
58","1,178 
63.8"
"Hesse","179,467 
687 
2,854","3,945 
63","5,398 
85.8"
"Mecklenburg- 
Western Pomerania","21,928 
167 
1,364","1,072 
67","614 
38.2"
"Lower Saxony","151,569 
1,139 
1,896","4,814 
60","3,773 
47.2"
"North Rhine-Westphalia","506,531 
1,881 
2,822","10,640 
59","11,963 
66.7"
"Rhineland-Palatinate","97,141 
380 
2,373","2,152 
53","2,846 
69.5"
"Saarland","27,281 
99 
2,764","718 
73","805 
81.6"
"Saxony","186,520 
520 
4,581","2,892 
71","7,044 
173.0"
"Saxony-Anhalt","55,787 
338 
2,542","1,733 
79","2,068 
94.2"
"Schleswig-Holstein","39,144 
366 
1,348","1,786 
62","1,101 
37.9"
"Thuringia","70,054 
557 
3,284","2,259 
106","2,539 
119.0"
"Total","2,320,093 
9,860 
2,790","51,696 
62","64,191 
77.2"
