"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Fälle 
100.000 
Fälle 
100.000 
Fälle 
100.000 
Bundesland 
Vortag 
EW 
EW 
EW","","",""
"Baden-Württemberg","346.733 
1.983 
3.124","11.312 
102","8.569 
77,2"
"Bayern","477.443 
2.646 
3.638","14.541 
111","13.065 
99,5"
"Berlin","139.721 
751 
3.808","3.567 
97","3.010 
82,0"
"Brandenburg","83.920 
650 
3.328","2.995 
119","3.257 
129,1"
"Bremen","19.873 
109 
2.917","720 
106","396 
58,1"
"Hamburg","57.749 
297 
3.126","1.830 
99","1.358 
73,5"
"Hessen","208.137 
1.344 
3.310","7.445 
118","6.198 
98,6"
"Mecklenburg-
Vorpommern","28.480 
387 
1.771","1.279 
80","835 
51,9"
"Niedersachsen","185.984 
925 
2.327","7.247 
91","4.746 
59,4"
"Nordrhein-
Westfalen","584.338 
3.454 
3.256","19.953 
111","13.994 
78,0"
"Rheinland-Pfalz","110.941 
424 
2.710","3.269 
80","3.276 
80,0"
"Saarland","30.818 
78 
3.123","548 
56","921 
93,3"
"Sachsen","211.630 
1.200 
5.197","6.309 
155","8.272 
203,1"
"Sachsen-Anhalt","68.579 
397 
3.125","2.738 
125","2.658 
121,1"
"Schleswig-Holstein","47.453 
253 
1.634","1.696 
58","1.414 
48,7"
"Thüringen","88.724 
915 
4.159","4.491 
211","3.243 
152,0"
"Gesamt","2.690.523 
15.813 
3.235","89.940 
108","75.212 
90,4"
