"0","1","2","3"
"Erstimpfungen 
Zweitimpfungen 
Impfquote in 
Bevölkerung 
Anzahl 
Impfquote in % 
Anzahl 
Bundesland 
%","","",""
"Baden-Württemberg","720.138","425.576 
59,1%","280.755 
39,0%"
"Bremen","45.522","28.279 
62,1%","15.758 
34,6%"
"Hamburg","107.709","69.219 
64,3%","41.926 
38,9%"
"Mecklenburg-Vorpommern","126.684","63.131 
49,8%","29.418 
23,2%"
"Niedersachsen","554.368","367.651 
66,3%","197.859 
35,7%"
"Nordrhein-Westfalen - Region 
Westfalen-Lippe","568.379","333.756 
58,7%","150.934 
26,6%"
"Rheinland-Pfalz","282.032","185.229 
65,7%","99.614 
35,3%"
"Saarland","75.795","55.571 
73,3%","25.536 
33,7%"
"Schleswig-Holstein","207.658","144.653 
69,7%","46.400 
22,3%"
