"0","1","2","3"
"Meldejahr 2020 
Meldejahr 2020 
Änderung im Vergleich 
Meldewoche 52 
Meldewoche 53 
Bundesland 
Anzahl 
Inzidenz 
Anzahl 
Inzidenz 
Anzahl 
Anteil","","",""
"Baden-Württemberg","17.580 
158","14.740 
133","-2.840 
-16%"
"Bayern","22.721 
173","21.887 
167","-834 
-4%"
"Berlin","6.557 
179","5.072 
138","-1.485 
-23%"
"Brandenburg","4.693 
186","4.543 
180","-150 
-3%"
"Bremen","604 
89","554 
81","-50 
-8%"
"Hamburg","2.749 
149","2.371 
128","-378 
-14%"
"Hessen","9.763 
155","8.567 
136","-1.196 
-12%"
"Mecklenburg-Vorpommern","1.278 
79","1.493 
93","215 
+17%"
"Niedersachsen","7.933 
99","7.593 
95","-340 
-4%"
"Nordrhein-Westfalen","26.890 
150","21.881 
122","-5.009 
-19%"
"Rheinland-Pfalz","5.471 
134","5.078 
124","-393 
-7%"
"Saarland","1.518 
154","892 
90","-626 
-41%"
"Sachsen","17.356 
426","13.882 
341","-3.474 
-20%"
"Sachsen-Anhalt","4.330 
197","4.224 
192","-106 
-2%"
"Schleswig-Holstein","2.465 
85","2.276 
78","-189 
-8%"
"Thüringen","6.338 
297","5.419 
254","-919 
-14%"
"Gesamt 
138.246 
166 
120.472 
145 
-17.774 
-13%","","",""
