"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg","49,208 
308 
445","1,636 
14.8","1,880 
17.0"
"Bavaria","67,763 
407 
518","2,148 
16.4","2,664 
20.4"
"Berlin","14,327 
131 
382","991 
26.4","228 
6.1"
"Brandenburg","4,251 
34 
169","125 
5.0","169 
6.7"
"Bremen","2,385 
13 
349","162 
23.7","59 
8.6"
"Hamburg","7,750 
60 
421","420 
22.8","269 
14.6"
"Hesse","18,788 
144 
300","1,012 
16.2","551 
8.8"
"Mecklenburg-Western 
Pomerania","1,168 
17 
73","47 
2.9","20 
1.2"
"Lower Saxony","20,026 
254 
251","883 
11.1","682 
8.5"
"North Rhine-Westphalia","69,284 
564 
386","3,384 
18.9","1,867 
10.4"
"Rhineland-Palatinate","10,630 
76 
260","424 
10.4","253 
6.2"
"Saarland","3,297 
2 
333","52 
5.2","177 
17.9"
"Saxony","7,151 
29 
175","330 
8.1","233 
5.7"
"Saxony-Anhalt","2,613 
10 
118","146 
6.6","68 
3.1"
"Schleswig-Holstein","4,724 
38 
163","251 
8.7","161 
5.6"
"Thuringia","4,056 
2 
189","83 
3.9","190 
8.9"
"Total 
287,421 
2,089 
346 
12,094 
14.5 
9,471 
11.4","","",""
