"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number of 
of new 
100,000 
cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number 
Number of 
of 
deaths/ 
deaths 
100,000 pop."
"Baden-Wuerttemberg","46,041 
286 
416","1,462 
13.2","1,868 
16.9"
"Bavaria","63,632 
823 
487","2,567 
19.6","2,647 
20.2"
"Berlin","12,593 
130 
336","555 
14.8","227 
6.1"
"Brandenburg","4,051 
18 
161","76 
3.0","169 
6.7"
"Bremen","2,174 
15 
318","77 
11.3","59 
8.6"
"Hamburg","6,964 
47 
378","245 
13.3","268 
14.6"
"Hesse","17,233 
149 
275","721 
11.5","542 
8.7"
"Mecklenburg-Western 
Pomerania","1,081 
7 
67","37 
2.3","20 
1.2"
"Lower Saxony","18,256 
96 
229","606 
7.6","667 
8.4"
"North Rhine-Westphalia","63,565 
410 
354","2,260 
12.6","1,839 
10.3"
"Rhineland-Palatinate","9,929 
70 
243","352 
8.6","247 
6.0"
"Saarland*","3,262 
22 
329","57 
5.8","176 
17.8"
"Saxony","6,522 
55 
160","247 
6.1","226 
5.5"
"Saxony-Anhalt","2,378 
12 
108","65 
2.9","66 
3.0"
"Schleswig-Holstein","4,311 
23 
149","115 
4.0","161 
5.6"
"Thuringia","3,865 
31 
180","136 
6.3","189 
8.8"
"Total 
265,857 
2,194 
320 
9,578 
11.5 
9,371 
11.3","","",""
