"0","1","2","3","4","5","6","7"
"Letzte 7 Tage 
Fälle kumulativ 
Todesfälle kumulativ","","","","","","",""
"Fälle/ 
Fälle/ 
Fälle/ 
Differenz 
Bundesland 
100.000 
100.000 
100.000 
Fälle 
Fälle 
Fälle 
Vortag 
EW 
EW 
EW","","","","","","",""
"Baden-Württemberg","384.044","3.310","3.460","13.344","120","8.900","80,2"
"Bayern","525.742","3.853","4.006","18.190","139","13.479","102,7"
"Berlin","152.316","1.019","4.151","3.934","107","3.121","85,1"
"Brandenburg","92.576","669","3.671","2.796","111","3.368","133,6"
"Bremen","22.161","155","3.253","841","123","419","61,5"
"Hamburg","64.768","447","3.506","2.051","111","1.409","76,3"
"Hessen","231.579","2.025","3.683","7.775","124","6.473","102,9"
"Mecklenburg-
Vorpommern","33.327","569","2.072","1.765","110","900","56,0"
"Niedersachsen","208.983","1.731","2.614","6.911","86","5.010","62,7"
"Nordrhein-Westfalen","643.229","4.558","3.584","20.648","115","14.558","81,1"
"Rheinland-Pfalz","122.849","1.019","3.001","4.153","101","3.387","82,7"
"Saarland","33.228","208","3.367","975","99","932","94,4"
"Sachsen","233.462","2.148","5.733","7.411","182","8.544","209,8"
"Sachsen-Anhalt","78.022","929","3.555","3.205","146","2.810","128,0"
"Schleswig-Holstein","52.611","359","1.812","1.912","66","1.460","50,3"
"Thüringen","101.516","1.098","4.758","4.399","206","3.479","163,1"
"Gesamt","2.980.413","24.097","3.584","100.310","121","78.249","94,1"
