"0","1","2","3"
"Federal State","Total 
Number 
Cases/ 
number 
of new 
100,000 
of cases 
cases 
pop.","7-day 
Cases in 
incidence 
the last 
per 
7 days 
100,000 
pop.","Number of 
Number 
deaths/ 
of 
100,000 
deaths 
pop."
"Baden-Wuerttemberg*","48,467 
0 
438","1,205 
10.9","1,877 
17.0"
"Bavaria","67,255 
250 
514","2,194 
16.8","2,659 
20.3"
"Berlin","14,113 
143 
377","999 
26.7","228 
6.1"
"Brandenburg","4,214 
11 
168","108 
4.3","169 
6.7"
"Bremen","2,366 
46 
346","153 
22.4","59 
8.6"
"Hamburg","7,638 
88 
415","384 
20.9","269 
14.6"
"Hesse","18,607 
211 
297","984 
15.7","550 
8.8"
"Mecklenburg-Western 
Pomerania*","1,151 
0 
72","38 
2.4","20 
1.2"
"Lower Saxony","19,772 
24 
248","788 
9.9","683 
8.6"
"North Rhine-Westphalia","68,395 
492 
381","3,086 
17.2","1,864 
10.4"
"Rhineland-Palatinate","10,483 
44 
257","348 
8.5","252 
6.2"
"Saarland*","3,295 
7 
333","60 
6.1","176 
17.8"
"Saxony","7,095 
43 
174","336 
8.2","233 
5.7"
"Saxony-Anhalt","2,569 
33 
116","115 
5.2","67 
3.0"
"Schleswig-Holstein","4,671 
15 
161","243 
8.4","161 
5.6"
"Thuringia","4,049 
3 
189","109 
5.1","190 
8.9"
"Total 
284,140 
1,411 
342 
11,150 
13.4 
9,457 
11.4","","",""
