"0","1","2","3"
"7-day 
Total 
Number 
Cases in 
Number of 
Cases/ 
incidence 
Number 
Federal State 
number 
of new 
the last 
deaths/ 
100,000 pop. 
per 100,000 
of deaths 
of cases 
cases 
7 days 
100,000 pop. 
pop.","","",""
"Baden-Wuerttemberg","37.115 
77 
335","409 
3,7","1.845 
16,7"
"Bavaria","50.806 
110 
389","707 
5,4","2.622 
20,1"
"Berlin","9.150 
79 
244","274 
7,3","223 
5,9"
"Brandenburg","3.551 
20* 
141","19* 
0,8","168 
6,7"
"Bremen","1.763 
5 
258","36 
5,3","55 
8,1"
"Hamburg","5.356 
18 
291","75 
4,1","261 
14,2"
"Hesse","11.895 
89 
190","354 
5,6","519 
8,3"
"Mecklenburg-Western  
Pomerania","861 
12 
53","46 
2,9","20 
1,2"
"Lower Saxony","14.380 
75 
180","194 
2,4","649 
8,1"
"North Rhine-
Westphalia","48.301 
336 
269","1.537 
8,6","1.732 
9,7"
"Rhineland-Palatinate","7.488 
32 
183","96 
2,4","239 
5,9"
"Saarland","2.862 
5 
289","22 
2,2","174 
17,6"
"Saxony","5.532 
7 
136","28 
0,7","225 
5,5"
"Saxony-Anhalt","2.009 
12 
91","34 
1,5","64 
2,9"
"Schleswig-Holstein","3.401 
22 
117","106 
3,7","156 
5,4"
"Thuringia","3.358 
3 
157","31 
1,4","182 
8,5"
"Total 
207.828 
902 
250 
3.968 
4,8 
9.134 
11,0","","",""
