"0","1","2","3"
"Fälle kumulativ 
Letzte 7 Tage 
Todesfälle kumulativ 
Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Vortag 
Einw. 
Einw. 
Einw.","","",""
"Baden-Württemberg","46.779 
351 
423","1.645 
14,9","1.871 
16,9"
"Bayern","64.395 
477 
492","2.573 
19,7","2.648 
20,2"
"Berlin","12.919 
186 
345","658 
17,6","227 
6,1"
"Brandenburg","4.079 
19 
162","71 
2,8","169 
6,7"
"Bremen","2.191 
14 
321","71 
10,4","59 
8,6"
"Hamburg","7.075 
65 
384","251 
13,6","269 
14,6"
"Hessen","17.516 
174 
280","767 
12,2","543 
8,7"
"Mecklenburg-Vorpommern","1.105 
12 
69","48 
3,0","20 
1,2"
"Niedersachsen","18.701 
172 
234","827 
10,4","669 
8,4"
"Nordrhein-Westfalen","64.692 
608 
361","2.674 
14,9","1.844 
10,3"
"Rheinland-Pfalz","10.037 
47 
246","323 
7,9","247 
6,0"
"Saarland","3.227 
13 
326","60 
6,1","176 
17,8"
"Sachsen","6.658 
77 
163","273 
6,7","226 
5,5"
"Sachsen-Anhalt","2.393 
13 
108","49 
2,2","66 
3,0"
"Schleswig-Holstein","4.384 
34 
151","161 
5,6","161 
5,6"
"Thüringen","3.919 
35 
183","148 
6,9","189 
8,8"
"Gesamt","270.070 
2.297 
325","10.599 
12,8","9.384 
11,3"
