"0","1","2","3"
"Todesfälle 
 
Fälle kumulativ 
Letzte 7 Tage 
kumulativ","","",""
"Differenz 
Fälle/100.000 
Fälle/100.000 
Fälle/100.000 
Fälle 
Fälle 
Fälle 
Bundesland 
Einw. 
Vortag 
Einw. 
Einw.","","",""
"Baden-Württemberg","42.925 
311 
388","1.404 
12,7","1.865 
16,8"
"Bayern","58.385 
308 
446","1.525 
11,7","2.641 
20,2"
"Berlin","11.529 
98 
308","459 
12,2","226 
6,0"
"Brandenburg","3.902 
4 
155","30 
1,2","169 
6,7"
"Bremen","2.048 
11 
300","92 
13,5","58 
8,5"
"Hamburg","6.396 
45 
347","192 
10,4","267 
14,5"
"Hessen","15.912 
136 
254","640 
10,2","535 
8,5"
"Mecklenburg-
Vorpommern","1.019 
4 
63","16 
1,0","20 
1,2"
"Niedersachsen","17.133 
141 
215","498 
6,2","665 
8,3"
"Nordrhein-Westfalen","59.811 
284 
334","1.544 
8,6","1.821 
10,2"
"Rheinland-Pfalz","9.260 
48 
227","350 
8,6","243 
5,9"
"Saarland","3.176 
8 
321","59 
6,0","174 
17,6"
"Sachsen","6.095 
30 
149","162 
4,0","225 
5,5"
"Sachsen-Anhalt","2.263 
3 
102","40 
1,8","66 
3,0"
"Schleswig-Holstein","4.107 
16 
142","106 
3,7","161 
5,6"
"Thüringen","3.658 
6 
171","60 
2,8","186 
8,7"
"Gesamt","247.619 
1.453 
298","7.177 
8,6","9.322 
11,2"
